nombre,avance,monto,direccion,comuna,barrio,fecha_inicio,fecha_fin,tipo,descripcion
Centro de Gestión y Participación - Comuna 12,100.0,0.0,HOLMBERG 2548,12,Villa Urquiza,2013-10-28,2017-04-17,Arquitectura,"La nueva sede de la Comuna 12, ubicada en la calle Holmberg en Villa Urquiza, es la sede de la zona que integra a los Barrios de Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón. El edificio tiene tres pisos y permite realizar trámites de manera más cómoda y rápida. Opera los servicios de rentas, defensa al consumidor, licencias, infracciones, registro civil, tesorerí­a, mediación comunitaria e intermediación laboral."
Camino De Sirga III,100.0,0.0,"ZAVALETA E IRIARTE, GRAL. AV.",4,Barracas,2017-10-08,2021-01-29,Hidráulica e Infraestructura,"El proyecto contempla la recuperación de la tenencia de los predios linderos al Riachuelo, la limpieza y adecuación de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. El camino se ejecuta en granitullo sobre losa de hormigón, excepto donde existe previamente un pavimento en buen estado de conservación que ameritó su conservación."
Área Ambiental Central: Calle Tacuarí­,100.0,0.0,"TACUARI Y ALSINA, ADOLFO",1,Montserrat,2016-10-13,2017-08-15,Espacio Público,El proyecto constó de la nivelación de la vereda y la calzada definiendo un carril vehicular de 3.95 m en convivencia con bicisenda y la ampliación de ambas veredas en forma asimétrica. Incluyó el tramo que va desde Av. de Mayo a Av. Belgrano.
Teatro San Martí­n: Renovación de Instalaciones y Tecnologí­a.,100.0,0.0,CORRIENTES AV. 1530,1,San Nicolás,2014-08-25,2018-02-28,Arquitectura,"Se realizó la recuperación y adecuación tecnológica de los ámbitos principales del teatro y sus áreas complementarias y de servicios, incluyendo las salas Martí­n Coronado, Casacuberta y Lugones, los halls, camarines, núcleos sanitarios, circulaciones verticales y horizontales y demás sectores de apoyo."
Comisarí­a vecinal 1-E,100.0,0.0,DON PEDRO DE MENDOZA AV. Y GUALEGUAY,4,La Boca,2016-11-01,2017-02-28,Arquitectura,"El proyecto contempló la construcción de un edificio en planta baja con tecnologí­a modular y construcción en seco, además, las adecuaciones necesarias del predio para el normal desarrollo de las actividades propias de la comisarí­a. Asimismo, se promovió la recuperación funcional y social de un predio urbano sin uso actual en un sitio estratégico mejorando las condiciones de seguridad en el área."
Oficinas Ministerio de Justicia y Seguridad: Laboratorio de la Policí­a Cientí­fica,100.0,0.0,MIRAVE Y LUNA,4,Parque Patricios,2016-12-30,2017-09-30,Arquitectura,"La obra a ejecutar contempló la construcción de un edificio en dos plantas junto a la recuperación y puesta en función del entorno del predio a través de un tratamiento paisají­stico, calles perimetrales y peatonales. La edificación se realizó en sistema estructural modular conformado por piezas de hormigón armado prefabricado, tabiquerí­a en seco y carpinterí­a de aluminio de alta prestación e instalaciones de alta complejidad."
Teatro Colón: Plano corta fuego,100.0,0.0,CERRITO 628,1,San Nicolás,2017-07-02,2018-02-10,Arquitectura,Se realizaron obras complementarias a la puesta en valor del Teatro Colón.
Teatro Colón: Completamiento del 4° Piso,100.0,0.0,CERRITO 628,1,San Nicolás,2017-07-02,2017-11-30,Arquitectura,"Se realizó el mejoramiento de instalaciones y servicios, complementarias a la puesta en valor del Teatro Colón."
Centro Parque Patricios: Intervención,100.0,0.0,CASEROS AV. Y MONTEAGUDO,4,Parque Patricios,2016-12-05,2017-04-30,Arquitectura,"El proyecto contempló la intervención del centro del parque, el boulevard de acceso al parque, la salida de la estación Parque Patricios de la lí­nea H y la plazoleta delimitada por las calles Favaloro, Champagnat y Pepiri."
Área Ambiental Central: Pasaje 5 de Julio,100.0,0.0,5 DE JULIO Y BELGRANO AV.,1,Montserrat,2016-05-07,2016-10-21,Espacio Público,"Ubicado entre la calle Venezuela y la Av. Belgrano, el pasaje 5 de Julio adquirió la condición de peatonalidad de acuerdo a los lineamientos ambientales del área central. Debido a ello se intervino para nivelar su acera y calzada, donde se conservó su granitullo y adoquinado original."
Edificio Lezama: Reparación de carpinterí­as del Parque Lezama,100.0,0.0,"GARCIA, MARTIN AV. 346",4,La Boca,2016-06-01,2016-05-11,Arquitectura,"Se realizaron cambios de herrajes en ventanas, colocación de carpinterí­as sobre fachada en calle Irala y colocación de puertas exteriores en 3 piso."
"Edificio Lezama: Instalaciones Eléctricas de Corrientes Fuertes, Corrientes Débiles e Iluminación",100.0,0.0,"GARCIA, MARTIN AV. 346",4,La Boca,2015-01-19,2016-12-30,Arquitectura,"Se contempló la ejecución de las instalaciones eléctricas de corrientes fuertes y débiles e iluminación, incluyendo la provisión de materiales, mano de obra especializada y la realización de la ingenierí­a ejecutiva."
Edificio Lezama: Ampliación del Sistema Contra Incendio,100.0,0.0,"GARCIA, MARTIN AV. 346",4,La Boca,2015-07-01,2016-06-13,Arquitectura,Se llevó a cabo la ejecución de las instalaciones contra incendio del Edificio Palacio Lezama
Edificio Lezama: Ampliación del Sistema de Aire Acondicionado,100.0,0.0,"GARCIA, MARTIN AV. 346",4,La Boca,2015-08-20,2016-06-13,Arquitectura,Se llevó a cabo la ejecución de las instalaciones de aire acondicionado del Edificio Palacio Lezama.
Centro de Transbordo Flores,100.0,0.0,RIVADAVIA AV. Y ARGERICH,7,Flores,2017-05-02,2017-08-31,Transporte,"El nuevo Centro de Trasbordo Flores le permite a miles de personas hacer combinaciones entre distintos medios de transporte como ser el Subte A, Ecobici, el FFCC Sarmiento y 22 lí­neas de colectivos. Se realizó una puesta en valor del entorno de la Plaza Pueyrredón a partir de un reordenamiento de las paradas de colectivos y mejora en la accesibilidad al centro de trasbordo. Incluye lugares de espera más cómodos y cruces más seguros para transformar la manera en que viajan pasajeros y conductores. Se incorpora nuevo mobiliario urbano y se mejoran las veredas, la iluminación y el pavimento de la traza."
Parque Del Bajo: Bases de monumentos,100.0,0.0,"Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General",1,San Nicolás,2017-07-20,2017-09-20,Espacio Público,"Esta obra comprendió solamente lo referido a la demolición de las bases existentes, retiro y acopio de revestimientos, y construcción de las nuevas bases estructurales en donde fueron emplazados los monumentos, no fue incluido el traslado de las figuras escultóricas."
Parque Del Bajo: Helipuerto y obras civiles,100.0,0.0,"Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General",1,San Nicolás,2017-07-27,2018-01-31,Espacio Público,"La obra permitió la liberación del sector ocupado por el actual helipuerto para su inclusión como parte del í¢ÂÂParque del Bajoí¢ÂÂ. La licitación comprendió también la construcción de la nueva torre de control de aproximadamente 100 m2, el desmontaje y recolocación de la reja de la Plaza Colón a su nueva posición. Además, incluyó la generación de una calle interna de servicios para vehí­culos que conectó la Casa Rosada con el helipuerto y la construcción de una dársena o estacionamiento para camionetas de bomberos."
Parque Del Bajo: Movimiento de mástil,100.0,0.0,"Madero, Eduardo Av. y Peron, Juan Domingo, Tte. General",1,San Nicolás,2017-07-31,2017-12-31,Espacio Público,"Se llevó a cabo el traslado del mástil existente, la restauración del mismo, la construcción del basamento de hormigón, la construcciones de una nueva sala de máquinas, el traslado del equipamiento de tableros y elementos electromecánicos existentes. El mástil construido en el año 1998, mide aproximadamente 40 metros y soporta una bandera de 10x15 metros. Su nuevo emplazamiento fue en el eje de la Av. Paseo Colón del lado sur del Parque Colón."
Manzana 66: Espacio público y movimiento de suelos,100.0,0.0,BELGRANO AV. Y JUJUY AV.,3,Balvanera,2018-04-16,2019-02-16,Espacio Público,"La presente licitación se encargó de los trabajos de demolición, retiro de excedentes y movimiento de suelos de la totalidad de la manzana."
Centro Cultural Recoleta: Puesta en valor y refuncionalización,100.0,0.0,Junin 1930,2,Recoleta,2017-11-10,2018-11-13,Arquitectura,"El proyecto consistió en la puesta en valor y refuncionalización del Centro Cultural Recoleta mediante la adecuación de la Recova y los edificios Cronopios, Aleph, Hotel y Patio del Tanque, así­ como también el edificio en su conjunto y sus patios."
Centro de Exposiciones y Convenciones: Ingreso y Veredas,100.0,0.0,FRENCH Y PUEYRREDON AV.,2,Recoleta,2016-05-19,2016-10-19,Arquitectura,"Dentro de las obras complementarias al edificio del Centro de Exposiciones y Convenciones, se realizó la construcción de su ingreso vehicular, las veredas y espacio público adyacente a la calle Brigadier Quiroga y al Museo de Arquitectura y Diseño de la SCA."
Parque de la Memoria: Pabellón de acceso,100.0,0.0,Av. Costanera Rafael Obligado 6745,13,Belgrano,2016-08-22,2017-01-31,Arquitectura,El Pabellón de acceso alberga a dos sectores diferenciados: uno de información al público y otro de seguridad y vigilancia que abastece al Parque de la Memoria.
Base Operativa de Agentes de Tránsito,100.0,0.0,"JUSTO, JUAN B. AV. Y VIRGILIO",10,Villa Luro,2017-08-14,2017-01-11,Arquitectura,nan
Sanidad de Frontera - Ministerio de Salud,100.0,0.0,"DON PEDRO DE MENDOZA AV. Y BLANES, JUAN MANUEL",4,La Boca,2016-12-28,2017-03-30,Salud,La Sede de Sanidad de Fronteras se realizó con sistema modular prefabricado y construcción en seco y cuenta con un sector descubierto de uso exclusivo destinado a estacionamiento e instalaciones y un sector descubierto como plaza pública dotada de equipamiento y vegetación.
Mirador Comastri: Restauración,100.0,0.0,LOYOLA 1500,15,Chacarita,2017-03-04,2018-03-30,Arquitectura,"La obra se dividió en dos etapas: la primera comprendió la reconstrucción parcial e impermeabilización de todas las cubiertas del edificio y la ejecución de los cierres provisorios de aberturas. La segunda etapa incluyó la restauración de toda la envolvente (revoques exteriores, premoldeados, carpinterí­as y herrerí­a externa, cúpula del mirador, baldosas de azoteas); la rehabilitación de la galerí­a de frente, los locales en planta baja, acceso a través de las escaleras al mirador y la construcción de un núcleo sanitario para el público."
Paseo de La Ribera: Etapa I Rocha y Cerri,100.0,0.0,"Don Pedro De Mendoza Av. Y Salvadores, Cnel.",4,La Boca,2017-04-05,2017-07-15,Espacio Público,"El proyecto se propuso transformar el borde costero habiendo sido utilizado como estacionamiento en un paseo con incorporación de superficie verde con forestación, equipamiento urbano como barandas, bancos, y nuevos artefactos de iluminación peatonal con sistema led. En una primera etapa se construyeron las veredas frentistas sobre las calles Pedro de Mendoza entre Rocha y Cerri, solucionando los problemas de accesibilidad e incorporando nueva vegetación."
Paseo De La Ribera: Etapa II Rocha y Cerri,100.0,0.0,Rocha y Cerri,4,La Boca,2017-04-12,2017-07-15,Espacio Público,"Se realizó la continuación del Paseo de la Ribera Etapa I. realizando la construcción de un paseo lineal sobre el riachuelo entre las calles Cerri y Hernandarias. Además, se proveyó de barandas, iluminación, bicisendas, arbolado, mobiliario, juegos infantiles y estación aeróbica."
Paseo De La Ribera: Etapa III Salvadores y Cerri,100.0,0.0,Rocha y Cerri,4,La Boca,2017-04-12,2017-07-15,Espacio Público,"El proyecto comprendió la puesta en valor del conjunto del espacio público comprendido por la explanada costera, en el tramo entre las calles Coronel Salvadores y Cerri."
Teatro Colón: Talleres La Nube,100.0,0.0,MAURE 3670,15,Chacarita,2017-02-15,2018-02-15,Arquitectura,"Se llevó a cabo la limpieza y reparación de la cubierta, canaletas, rejillas, desagí¼es pluviales y los trabajos de albañilerí­a complementarios en los Talleres La Nube I, y la colocación de aislación térmica en la cubierta de los Talleres La Nube II."
Donado Holmberg: Soluciones Habitacionales IV,100.0,0.0,MONROE 4243,12,Villa Urquiza,2017-06-26,2018-09-30,Vivienda,"Se ejecutaron 30 unidades funcionales (11 unidades de 3 ambientes, 19 unidades de 4 ambientes) y 3 locales comerciales en planta baja de 200m2 totales (superficie total cubierta 2.813 m2)."
Acumar: San Antonio - Viviendas,100.0,0.0,San Antonio 721,4,Barracas,2015-01-01,2017-12-31,Vivienda,Se llevó a cabo la ejecución de la obra Goncalves Dí­as 738 y San Antonio 721/725- construcción 64 viviendas y obras exteriores/tipologí­a PB + 5 pisos
Acumar: Lacarra - Viviendas,100.0,0.0,Lacarra Av. 2049,9,Parque Avellaneda,2016-03-01,2017-12-15,Vivienda,"Calles Lacarra N° 2049 y S. de Compostela Nº 3760. Terminación de la obra de 54 viviendas, obras exteriores y estacionamientos. Obra nueva de infraestructura, red distribuidora de gas media presión, red de agua y cloaca y red pluvial."
Ecoparque: Switches Para Telefoní­a Ip- Solución Así­,100.0,0.0,Republica De La India 3000,14,Palermo,2017-10-17,2017-12-15,Espacio Público,Se llevó a cabo la provisión de dispositivos electrónicos de red.
CESAC N° 30: Ampliación Y Remodelación Integral,100.0,0.0,"Alcorta, Amancio Av. E Iguazu",4,Barracas,2016-05-08,2019-01-15,Salud,"La obra consistió en la ampliación y remodelación integral del CeSAC N° 30 dando respuesta a la necesidad de mayores prestaciones definidas por el programa médico. La superficie total de intervención es de 965.44 m2, correspondiendo 678,58 m2 cubiertos nuevos, 79,86 m2 cubiertos de remodelación y 207 m2 descubiertos. La obra comprendió 15 consultorios para las especialidades de ginecologí­a, clí­nica médica, pediatrí­a, odontologí­a, servicio social, enfermerí­a, vacunatorio, farmacia, depósito de leche, espera, sum, sanitarios públicos, sanitarios y vestuario para el personal, sala de profesionales, oficina para el director, depósitos y áreas de apoyo técnico."
Nuevo Cesac Avenida De Los Corrales,100.0,0.0,De Los Corrales Av. Y Carhue,9,Mataderos,2017-01-31,2018-01-10,Salud,"La obra consistió en la ejecución de un nuevo centro de salud y la reubicación del centro odontológico existente en el predio, abarcando una intervención total de 967,52 m2 cubiertos y 8,87 semicubiertos. El proyecto fue comprendido por un edificio resuelto en tres niveles que incorpora en los primeros dos el nuevo CeSAC propiamente dicho y, en el último, la relocalización del coi que se encuentra en funcionamiento. La distribución funcional se da de acuerdo a la siguiente disposición, planta baja: hall de acceso, sanitarios públicos, recepción (mesón de turnos y acreditación) y área administrativa, jefatura, consultorios, enfermerí­a, esterilización y farmacia. Fuera del edificio se encuentran salas de máquinas, áreas de infraestructura de instalaciones, depósito y estacionamiento vehicular. 1er piso: espera, sum, entrega de leche, sanitarios públicos, consultorios, vestuarios de personal, office de limpieza, estar médico, sala de reuniones e informática. 2do piso: COI -recepción, espera, sum, sanitarios públicos, consultorios odontológicos, sala de estar y sanitarios para personal, jefatura, sala de rayos x, depósito de insumos y taller de ortodoncia. Azotea: Salas de máquinas y áreas de infraestructura de instalaciones."
CESAC N° 35: Ampliación,100.0,0.0,"Cruz, Osvaldo Y Zabaleta",4,Barracas,2017-01-25,2020-02-28,Salud,"En la obra se contemplan trabajos de ampliación y reforma del edificio CeSAC N°35 sito en la calle Osvaldo Cruz y Zavaleta -Villa 21-24. La obra comprende el agregado de un nuevo cuerpo al edificio existente, además de los servicios y apoyos para profesionales, que se trasladaron del edificio existente hacia este nuevo cuerpo. Por otra parte se remodelan los sectores existentes indicados en planos para optimizar el uso de los espacios en función de la atención médica. El alcance de los trabajos comprende todos los rubros de obra e instalaciones necesarios para ejecutar de acuerdo a planos y planillas la ampliación, remodelación y puesta en funcionamiento de este servicio. La superficie que se interviene se detalla a continuación: pb: 130 m2 de ampliación + 50 m2 de modificaciones en sector existente 1er piso: 130 m2 de ampliación + 55 m2 de modificaciones en sector existente 2do piso: 415 m2 de edificio nuevo. Son provistos dentro de la obra los elementos del equipamiento mobiliario especificados."
